label,prepro
0.0,give uncooked mc chicken give food poisoning
0.0,m mcdonald fan boy mcdonald favorite los angeles entire united states average middle road far mcd go recently tank not suggest go anymore d eat mcdonald airport
0.0,hate have come place staff quick allow people aggressively beg money food drive sign parking lot not roll window u eventually bc drive come car knock window able hear know allow
1.0,go breakfast wonderful
0.0,uber eat fry old toe jam grandmas toe miss cookie order lame
1.0,good order pay espresso shot
0.0,horrible place bad service order not order miss half order tell nerve replace breakfast item long serve lunch fault not job correct order right
1.0,visit particular mcdonald ll notice nearly middle strange noman womans land encompass skid row new upwardly trendy loft shop seek define download los angeles mcdonald manage straddle uncomfortable melange nicely inside restaurant bright clean counter look new menu sign actually orderly lay sensible photo main item not eat fast food overhead menus confuse super extra large know get good price menu far simple order food serve quickly special request right eat table clean floor true approach twice people ask money intrusive feeling manager staff aware restaurant not feel uncomfortable staff attentive time actually fill online survey compliment s compliment come
1.0,nice place dine line look long morning honestly provide fast service asap
0.0,saturday night young staff work drive line building get window hand drink drink fill order happy meal toy ask toy want give happy meal ask new one toy fry salt fry guy try fill salt shaker manager fill salt
1.0,fast good customer service
0.0,rude manager force drive line car bike online order irrational manner
1.0,quick fresh food stop time hop greyhound
0.0,security kick past oclock dinning room close not pay ot staff chuckle upset
1.0,food location usually hot fresh service usually quick today breakfast sandwich lot egg shell not usually happen careful nonetheless
0.0,m catch greyhound street not order breakfast ludicrous m sure ill able eat restaurant cater location bus station corner set danm hour accord schedule
0.0,work couple block away like time week lately let understand mistake happen come day ey charge double quarter pounder give regular quarter poundermaybe don tell yeah don
1.0,food good
1.0,walk drive window lady courteous polite flirt early lil walk greyhound station order hot caramel macchiato kill ng time till bus leave
0.0,mean mcdonald mcdonald far food concern fast delicious convenient problem particular mcdonald homeless population fault mcdonald alert go drive dining location dangerous time pan handler aggressive time confrontational beware come location
1.0,staff friendly helpful hard come mcdonald place good service thank great service
0.0,cash hardly remember feel actual cash think little rough little clothy smell cash forget smell way not order
1.0,want level customer service provide evening orlando enrique absolutely amazing care want throw food bag thing hot food experience thank
0.0,restaurant ok employee weird keep try flirt m minor mention keep try scare employee look uncomfortable employee bryan think tall light skin
0.0,go mcdonald order deluxe spicy chicken sandwich fry drink
1.0,absolutely eat fast food not find parking little tokyo wrong turn end view golden arch proceed order oreo mcflurry satisfactory
0.0,mcdonald lot time problem tonight order mcmuffin like time quality bread hard bite fresh like
1.0,love s long lineand order ready nice fresh fast
0.0,thee bad kind employee ve experience food cold obviously fresh finally receive long wait homeless people beg cig money food offer homeless left over decline ask money food buy obviously lie not want money food
1.0,super hectic busy despite staff friendly keep cool take little bit food chance swamp em break yeah
1.0,car order great walk quick especially clean
1.0,ver small dinning area order people travel greyhound meal leave town
0.0,terrible service stop place time hour time lady mess order bad ask correct get wrong heyit nopecame week later time drive person not understand english try try understand order problem language barrier unacceptable window worker time tonight get early time close pm door lock inside worker stand ignore suppose close min summary untrained worker not speak englishdont pay attention order service take forever lazy disorganized worker close way early avoid place
0.0,bad mcdonald exist infest homeless people laziest worker horrible customer service miracle operate take minute customer fast food favor steer clear horrible establishment
1.0,great soda option not good choose definitely root beer option think new touch screen soda dispenser plenty soda option choose nice
1.0,tell tonight chicken nugget order bam good hot juicy crunchy tender nugget ve pandemic start woooooooo hooooooo fke bomb diggity take previous star give month ago turn star get exactly ask lol tip hat night staff execution deliver like arnold schwarzenegger say ill m jason morimoto statement true
0.0,bad location employee lazy rent cop dude want act like own lobby close way time laziness peasantry work location sense customer service start manager
0.0,covid sitting inside need use restroom buy mcdonald operate money order long line drive thrus cut family slack people family spend day la grateful mcdonald come find local shop open friendly
0.0,lunch bad service los angeles dirty restaurant gross cashier attitude order right thumb negative star stay lazy home not want work job right
1.0,drive multiple time midnight know extra pretty bag not ask anymorefor
0.0,terrible service receipt print table service forgot hash brown forgot late order people
1.0,love mcdonald place good matter w
1.0,went quickly
0.0,nd time come quality kind food stale fry dry black sweet iced tea taste like clean make drink time stamp pm warn eat
0.0,bad mcdonald attwice get ordersthey not care customerwheni ask missing order look like
1.0,great discount big mac
0.0,fool hot expensive ask burger tell ketchup pickle onion anytime want mayonnaise lettuce tomato charge extra
0.0,horrible horrible avoid place min place order drive sit inside not available
0.0,order tonight take long deliver completely wrong try call answer
0.0,m foreign place happen stop mcdonald quick bite thing notice active site security inside establishment feel like scrutinize assume shady thing find mcdonald locate area call skid row price food average price rest united states america not lot friendly interaction clerk guest gather place take account time ve good representation los angeles close greyhound bus station portal consolation receive food hot good
1.0,good mcdonald soda clean al
1.0,fast customer service manager friendly treat homeless equal respect thumb fry good expect s point
1.0,good morning court order jan richardson ronald mcdonald house control infectious disease nevada return department health department turn certification card surrender s allow work health human service attach volunteer program mean access database friendly warm use anybodys information mean s allow cheese computer cell phone telephone safety safety date turn right volunteer state way shell stay alive live lot long shell play northside great day god bless guy bye bye release everybody hold good day bye
0.0,mcd nasty not understand eat inside place smell like rotten fish pay c restroom fine homeless want dirty smell bad dinning go rr n leftgross outside guy chase car ask money
1.0,mcdonald order right super nice favorite location
0.0,sad slight customer service get security guard food horrible servercashi need fire ignore talk self act like work stand aroundive give well customer service ve work mcdonald beforethis experience change mind come location
1.0,favorite restaurant
1.0,not love unfortunate weakness dna not hungry hungry child find eat fatty food feel long know bad convenience mcdonald cheap try hard organic dream gold m silver lady arch absolutely memorable mo misery
0.0,like place grandchild go eat ask table clean take min min clean table keep ask clean table ask work slow fry bur say hey fry cook say sorry burn fry wait long fresh fry
0.0,bad mcdonald ve time feel judge decide ro walk work pm rude plesejt fonthey saybtyank manora flat refuse service time walk place need drive perfectly work car use time exercise walk m ask twice twice food money single time people ask hand out uncomfortable exaggeration not security work try protect customer harass instead cell phone time guy literally option come get thing eat live uncomfortable s lot people avoid place reason m defiantly
1.0,nice food menu happy live goverment check not money tell stop dollar menu have money get thing eat not mcdonald dollar menu go like burger king dollar menu jack box meal lot cheap mcdonald think lose mind have dollar menu nice m power wheelchair
1.0,ve actually go inside location use drive fairly regularly pretty busy spot duallane ordering system service quick
0.0,absolute bad mcdonald ve m complain time ve drivethru ve wait nearly minute food time m speak drive window person take order need repeat order time language barrier attempt eat instore minute ago find lobby close lobby close pm close minute prior positive experience particular mcdonald corporate need location
0.0,bad service take minute drive window guy window girl give attitude window not order right drive screen not display simple order window lady give wrong sauce confirm ask fire shut location board building
0.0,drive service slow location pay order know receipt get food know return juice receipt minute wait aside extra time wait line order speaker pay window reason wait like leave
0.0,homeless fighting parking lot harass customer money dining area messy dirty take minute order worker counter eat ice cream cone drip place
0.0,get order wrong correct purposely mess order leave ingredient employee tell mad store pick check don
1.0,food hot servi ce good complain go year
1.0,mcdonald egg sausage cheese meal girlfriend quick breakfast head home la san jose hit spot hurry
1.0,order touch screen busy mcdonald try hash brown not come hot fresh disappointed order breakfast location
0.0,not star location employee rude disrespectful not understand away get discipline need huge training customer satisfaction skill look different kind work not see avoid behavioral issue workplace
0.0,homeless people harass drive buy food sad situation
1.0,cool handle pick
0.0,time mcdonald near rude smile not mind nice place come eat move not good sign completely turn place love come eat plus homeless situation control security dalla phone job literally not go week m ask smoke money food single time drivethrough m sorry not buy food everytime not afford
1.0,stop quick meal bus stop provide quick service thankfully error food order appreciate diner relatively clean
1.0,try curbside delivery mcdonald app work problem delivery spot regular eatin customer park defeat purpose inside place clean selfservice order kiosk
0.0,gosh manager claudia nasty ghetto attitude idea leave problem home order quarter pounder combo cashier charge wrong pull second window drive say wattitude owe ask scream rude keep talk give attitude immediately take st cashier wow come spot go urth close smh
1.0,great service reason ia homeless people satisfied dollar ask money available ask cig cig available ask food m get tired
0.0,ebt machine work cash not correct change try short syrup breakfast sink work restroom security guard curse customer homeless people lady hook speaker restroom not feel like twilight zone
1.0,good big mac fry
0.0,nice inside clean allow homeless people sit purchase food pay customer need sit come location
0.0,computer say walk drive identify car
0.0,rippoff order quarter pounder lettuce look like small cheese burguer ugly french fry canada eat well meal
0.0,start mess order take take min plus wait order time like min drive satisfied
1.0,place time favorite cheeseburger fish burger mocha frappe fewand close good mcdonald course
1.0,enjoy establishment order rapid fast accuratei ice cream cone pay attention andwhat order minimal complaint
0.0,fry cooked chicken nugget cook mess order th time come horrible service
0.0,m give star buy lot burger fry give ketchup ask ketchup worker say not mcdonald rule mcdonald make hard enjoy burger fry ketchup
0.0,security guardcop stand make feel unsafe reason black bum harrasse tell cop look walker friendly gate outside clean inside
1.0,ve love mcdonald food long prepare correctly location taste location list great food friendly staff clean restaurantbathroom
1.0,coffee great oatmeal great small portion large
0.0,yal need check price g
1.0,downtown mcdonald surprise want coffee work time area see street friendly professional employee clean maintain calm atmosphere
1.0,love go home la visit mcdonald location food fresh hot serve quickly favorite goto spot child ho
1.0,morning crack frappuccino friendly staff hectic area local lot customer fast trip
1.0,place nice stuff awesome kid picky food stuff great job clean place friendly atmosphere
1.0,go drive not food way normally service good fast friendlyfood neat
0.0,bad people serve think homeless people nice m upset guy act m go pay toy ask horrible place eat food yo
0.0,sit dining room order food minute catch breath walk mile security guy approach say hey man want sit need buy right u need way come guess m decide buy
0.0,bad service walk counter not acknowledge go electronic order screen walk counter pay take sit order not bring food call wrong plus charge phone
0.0,need school learn count wrong change forever count change people leave
0.0,macdonald alameda seven street employee eat inside customer not not eat inside
0.0,food predictable mcdonald go driveup vagrant panhandle window try pay security guard stand say server say tell away window get loud stupid finally server tell wait will not serve move family open window leave pay dog hungry nonsense
0.0,order uber eat time receive food timely fashion eat big mac find hair complain uber call mcdonald time pick reason not store complain m work not leave job active security guard
0.0,slow drive true line car ahead
1.0,holy wow latte super delicious spanish latte creamy milky latte hint cinnamon not overpower lavender matcha latte strong matcha flavor compliment lavender milky like floral matcha
0.0,window staff person say receive online pickup order online order number wt
0.0,bad mc donald especially male security guard rude clientsand lot homeless inside outside restaurant
1.0,love mcdonald super busy staff calm helpful nice cold inside wait seat food great fast
1.0,good place talk
1.0,super love mcdonald cheese burger m satisfied mcdonald cheese burger chicken course fry staff accommodating surely
1.0,fix toilet door
0.0,horrible order mobile app charge card ho pick general manager say get order cancel reorder get star
0.0,assume need high school diploma work mcdonald place get order right ask iced coffee sugar get coffee sugar straw thank mcdonald make hard hour geeesh loouuiiie guy ve getting pay hour question ask
0.0,worse design cistomer confusion stand order pick area counter hi ice cream area table badly place look messy bell beep go day annoying customer nerve wrack wrk improve equipment update
1.0,great fast foodie know mc dee
1.0,service good finally remodel right near grayhound bus station area way transformation art district right artsy restaurant replace mc donald
1.0,good service helpful order order double quarter pounder extra patty see ask cashier respectful helpful smile eat meal thank mc donald
1.0,easy plenty parking drive easy exit s bus stop staff fast friendly usually busy clean
1.0,location busy overall parking easy staff nice
1.0,love morning staff feel good pull morning coffee e great job team
1.0,clean friendly fast great coffee love breakfast option wish egg white breakfast bowl available
0.0,food fresh receive plenty ketchup soda fountain beverage expire single
0.0,online pick order grave shift coworker shame
0.0,place open staff doesn hair properly tie hair net one touchin
1.0,gooood
1.0,people work hard forget smaile customer will not bad mnager remind m
1.0,mcdonald favorite place frappe fish burger cheeseburger nugget breakfast simply good sprite new flavor love couple store find sell institution america mcdonald mr trump like
0.0,mcdonald lone pine bad service ve see take forever order time thing ve time people
1.0,home invade victim main ag enforcement san antonio john michellei get store argument profile big mac have cookie size patty usd price value combo meal instruct argue staff conduct look drive advertisement picture advertisement outside bun
0.0,fat black cashier not order right pc chicken nigget cost buck
1.0,pm surprise incredible service lisa take time help good deal thank lisa exelent service mind lisa
0.0,damn happy meal gd nuggets smdh
0.0,go water walk hot day old lady throw walk pass place strapped carry blade
0.0,get spray bunch liquid go drive apparently employee spray water joke get instead
0.0,good not good avoid cost
1.0,clean establishment polite staff great food option not find complain
0.0,give wrong cafe latte
0.0,not serve drive not car homeless inhuman illegal ll starve death not eat day
0.0,bathroom facility horrible food place disgust make think eat
1.0,buy pounder buckgood deal ahak gooodand plastic straw
0.0,stop number mcdonald get cold big mac hard bun n give cold burger know well
1.0,food d expect great mcdonald
1.0,staff friendly helpful location ideal careful mcdonald
0.0,expression clerk face like owe lot money homeless inside outside store dining environment bad
0.0,dining area clean drug addict homeless people dining area ask food security sit harass african americans
1.0,apple pie
1.0,good food
1.0,great quick bite friendly staff
1.0,not beat price mc double chicken sandwich kumo multipoo love plain mc double burger
0.0,self order kiosk avoid line wait min food having give order time
1.0,young black lady provide excellent customer service approximately pm
1.0,pretty quick order ve get wrong fry hot
1.0,homeless downtown la order correct great taste screen break drive
0.0,high price food sub par not ask expect food warm well mc donald
0.0,girl window attitude person go pay ebt say ebt internet
1.0,bike deliver wholesome
1.0,goto fast food store food delicious fresh price affordable worker friendly
1.0,recently mcdonald major improvement upgrade interior exterior service fast food excellent friendly professional service
1.0,friendly staff good food timely manner reasonable price
0.0,employee look high manger look high management need drug test
1.0,crowded fabulous customer service clean bad thing develop parking lot drunk
0.0,hour mcdonald husband stop friday completely close employee light
1.0,breakfast
0.0,table trash floor dirty service good counter need security morning excessive homeless bad situation
1.0,start regain order location thank good work drivethru recommend door lock
0.0,bad service nip ice cream smoothie coffee drink pm close nightvery irritating case blah
1.0,ok mean food tasty love childhood memory mcdonald s star
0.0,long wait order ready give order feel like go mcd
1.0,mc donald favorite eat filling meal salad selectionsusualy kid play area serve salad dessert stop serve breakfast
0.0,dirty simply dirty bad customer service dirty table not clean homeless taking bath public restroom
1.0,bad new spicy sauce spicy nugget good service
1.0,construction good job serve customer excellent service adequate time
1.0,accommodate ubereat have window avoid long drive line pm
0.0,believe location charge coffee bad neighbourhood employee avoid
1.0,good food good service wish serve milkshake like
1.0,perfect need quick bite shop garment district jewelry district fast drive plenty parking
1.0,good experience ready order soon walk door explain different special advertise
0.0,need clean dine area placehad grab grab bus greyhound food hot counter ok
1.0,good place service quick yummy food highly recommend
1.0,walk distance hotel lax airport food quick tasty complaint
0.0,queue like sausage spring mcdonald free employee save
0.0,infest homeless people crazy druggie naked homeless man drive door area bad decide save money hold pee
1.0,morning want coffee car window minute cup coffee staff poor girl pleasant look little frustrated
0.0,mcdonald need help get breakfast transient sit table buy man come want sit eat food buy transit try beat man food floor mcdonald need help homeless people dominate place
0.0,mcdonald take close minute mcdouble dr pepper oreo mcflurry
1.0,love new screen take ur order u counter
1.0,take little long prepare simple late coffeebut actitud good
1.0,busy drivethru
1.0,tanisha star worker nice helpful order not correct
0.0,horrible customer service wait minute food manager argue customer throw couple water throw time wait food reason come mc donald near job s homeless people order window
0.0,go morning get order wrong charge suppose cost bring
1.0,coffee fresh time quick service n fast aaa
1.0,quick fast pick order complete miss
1.0,good fry la
0.0,think pandemic stop put ketchup packet people fry dirty hand glove not mean crosscontaminate people food
1.0,love fillet ok fish perfect
0.0,ton homeless tell politely persist u snap security guard mcdonald nice clean employee friendly
1.0,place clean security homeless people like not let store
0.0,good place eatall soda flat water food cold inside restaurant smell like urine
0.0,bad service way expensive food cold egg muffin
0.0,bad service not know tell help minute not deserve star deserve star bad mc donald los angeles california
1.0,pick food saying eat mcdonald history human flesh find storage facility yeah service
1.0,employee little distracted service not bad
1.0,clean friendly staff halfway clean bathroom great area thoughfood fresh fyi
1.0,staff rude unprofessional great
1.0,food take awhile come table available lot people have coffee person table
0.0,long time bad service dirty place
1.0,long fast fast food appearance advertising car factory spewk call food
0.0,bad mcdonald restroom token want u use quarter restroom run tokens ghetto service ghetto community
1.0,rely mcdonald quick fairly inexpensive good food
1.0,good mcdonald general dangerous neighborhood visit th broadway skid row careful
1.0,quick service good food comfort food
1.0,work
1.0,fast service mobile ordering easy
0.0,hate come m go drivethru s like multiple homeless people knock window
1.0,service way par chicken sandwich good get second
0.0,terrible service place super nasty homeless people drive window talk employee
0.0,employee awesome lot fly inside alot homeless parking lot
1.0,good fast service plenty space inside disadvantage afternoon little warm inside
0.0,order mcdouble mayo ketchup mayo mustard ketchup not fix say s order rude ignorant not deserve star
0.0,horrible not receive complete order burger not correctly smell disgusting come life starve
1.0,pack like crazy brunch time excellent service nice people
1.0,manager staff great clean effecient
1.0,good promotion location clean fast service hot food
0.0,food mcdonald country manager care customer satisfaction probably work
0.0,app online order take long
0.0,dine closed access public restroom smh bad
0.0,hour terrible service dine
1.0,bathroom attendant vocal helpful feel pamper stall
0.0,get to pay cheeseburger use restroom emergency lol mcdonald s
0.0,lady door rude answer question tell not serve ask leave
0.0,m afraid bad mcd country location mean dirty go change bus sad
0.0,uy food ask use bathroom say need pay rude
1.0,great atmosphere clean friendly staff
0.0,homeless douchbag beg money door drive good experience
1.0,order stop second window time second window food magic great service
0.0,knowledgeable order operation run business nasty disposition descendent ijs
1.0,mcdonald easy order serve come serve wait table price good affordable
1.0,like mcdonald keep usually trash free mind come anytime
1.0,quick easy great service drive
1.0,decent inside parking sparse take awhile spot open
1.0,caramel iced macchiato good coffee strong
0.0,issue staff unprofessional rude location
1.0,quality fast food
1.0,food good people nice
1.0,good place clean corner th st alameda wheel chair accesible sparking
1.0,food place area want eat not greyhound food live entertainment provide homeless people occasional bum fight
0.0,food cold sloppy u expect good right
1.0,mcdonald inside walmart quick friendly customer service iced coffee
0.0,get food poisoning pico de gallo signature craft sandwich sandwich eat parking lot floor
1.0,help nice good ice coffee
0.0,slow service soda taste water flat eat area clean food table
0.0,overprice fountain drink counter charge extra mayonaisse
1.0,macd alameda th ok small staff v busy place keep clean
0.0,window service bad rude wear glove touch food soda rude complain customer need wear glove bad experience rude lady
0.0,bad service bad drive not let finish order
0.0,bad service hash brown tast sit ask second bag give attitude
0.0,good take long people walk drive window service ahead
1.0,helpful good food hot fresh
1.0,person perfectly understand order food bussin
1.0,fast fast staff help not know use machine
1.0,clean great service food good
0.0,place dirty smell horrible lot homeless people star cause cashier smile
1.0,great hot coffee
1.0,honestly great mcdonald fast hell guy prop work hard guy
0.0,bad service napkin lame order food guy not napkin joke
1.0,lady work location kind accommodate
0.0,sit drive min wait line take order car line employee come cone car block
0.0,homeless people take like min nugget soda
1.0,chicken mcnugget hot crispy wash iced cold fountain coke great location
1.0,little dirty worker nice respectful
0.0,bad mcdonald ve lot scary people drug somethingthere policeman kick weird guy
1.0,m love french fry
1.0,drive true fast time food mc donald not expect
0.0,young heavy set woman work register sleep customer service training
0.0,hat know bad town e specially ask large water get kid cup shane homeless people way close car griffin
1.0,friendly quick service dining area restroom clean
0.0,service suck people work not work suppose contact soon supervisor ruth employee
0.0,security guard customer pleasant place
1.0,friendly m definitely love lol
1.0,excellent service long wait
1.0,go morning clean homeless sleep
1.0,great bilingual customer service window clean restroom
0.0,uber eat postmate order location close entirely false advertising
0.0,crackhead walk inside outside place beg money customer eating employee accept behavior horrible mc donald ve smh
1.0,good neighborhood service good
1.0,organize restaurant employee fast organize
1.0,try french fry not know good thing menu
0.0,apparently charge money complementary small water horrible customer service
1.0,fast service good employee kind mindful
0.0,service pork employee not tipe education restaurant dirty
1.0,great little mcdonald staff fastm
1.0,fast clean love new chicken sandwich
1.0,miam miam sweet
0.0,staff slow wait long parking lot
0.0,location fill guard staff take purposefully long hope steal mcdonald
0.0,feel sick everytime eat food fml lol
0.0,location not clean bad odor
1.0,okay meal small use kiosk place order
0.0,wait time drive ridiculous
1.0,good service nice customer service
1.0,good food service worker cool
1.0,nice clean
0.0,hypocrite prejudice play game thing june july
0.0,bad service order mess upthen end pay order rightnot happy
0.0,restroom service customer think run
0.0,absolutely bad experience mcdonald america picture bathroom atrocious fece bathroom wall homeless situation chain need contact franchise corporate let know disgust place need shut
0.0,get simple order completely wrong
1.0,mcdonald fun place eat bathroom clean nice
1.0,heavy volume people food sevice awesome
1.0,love coffee big mc
0.0,open time minute late todas los diasno good
1.0,fast friendly service pass test
1.0,fast service satisfied employee
1.0,patient good service
1.0,budget yummy shake good
1.0,reason chicken mcnuget taste well
1.0,customer service great food good
0.0,homeless people hang ask money u tell attack u
0.0,homeless agressive smoking pot demand money drive
0.0,place dirty staff dress sloppy service suck
0.0,horrible service bad food
1.0,different like hey place
0.0,alrightcoolncleanpico riverain walmatsuper gigantic walmart
1.0,friendly csr enjoy breakfast excellent job
1.0,good customer service
0.0,expect mcds near greyhound station remind near dallas greyhound station
1.0,good
1.0,good service fresh food location
1.0,lot seating inside fast friendly
1.0,long line course pretty good
0.0,horrible set employee replace kiosk bad
1.0,love cent ice cream cone
1.0,free coupon food excellent
1.0,great service great price peaceful atmosphere
1.0,good service long line
1.0,great price tasty big mac
1.0,great eat oclock close
1.0,fast friendly service
1.0,good people work herebut homeless mess
0.0,slow service manager charge pm
1.0,mcdonald bacon egg cheese biscuit sandwich hash brown orange juice
1.0,fast friendly food hot order
0.0,town dallas big mac fue stomach security guard wake tho
1.0,good customer service
1.0,clean food good
1.0,good service enjoy fast food
0.0,horrible service wait minute breakfast deluxe
1.0,good quick bite
0.0,customer service badd food horrible
1.0,like combo especially like mac cafe
1.0,great place bring kid fun huge play place
0.0,homel ask food cus traveler great hunt bus
1.0,clear people ask money
1.0,place quick bit eat
1.0,homeless people guy need contract security company streighten thing
1.0,employee friendlyn clean place
0.0,bad customer service employee rude
1.0,place clean fast
1.0,friendly staff clean place bad neighborhood dirty bathroom
0.0,homeless car window like mob
1.0,good food dry
1.0,florence marbeisahuntington parkvery nice people good service
1.0,good breakfast get expensive
1.0,drive thur line long lobby close early
1.0,buy soda service ok
1.0,hate walk hrs
0.0,lot homeless people hang broad daylight little weird
0.0,horroble service ill
1.0,sausage mic muffin job
1.0,nice people serve customer
0.0,matter donald try food well junk food high price
1.0,food good hot fast
0.0,drive slow s go
1.0,good
0.0,rest room duty chicken sandwich not good
1.0,get good chicken strip
1.0,mc cafe delicious mc chicken good
0.0,hard restaurant people ask money
1.0,clean restaurant good customer service
1.0,fast food good service
1.0,fast service food hot
1.0,great service hot food
1.0,international menu great cop
1.0,food good fast service
1.0,grandkid love mickey ds
1.0,mc donald way classic
0.0,big mac cold table floor restaurant messy serve table order away eat site reason messy taste normal overall close mcdonald quality
0.0,mcdonald store midsouth miami beach area know expect dirty restroom water soap wash hand use handicap toilet make wonder employee wash hand return work husband get sick follow day food place order machine dinein table service single table tent available store clear customer well pickup food counter s absolutely service mcdonald
1.0,poor customer service cashier ignore make query show absolutely remorse people need learn manner self service kiosk recepit remember order number
1.0,mcdonald locate corner washington avenue lincoln rd ordering easy staff pleasant restroom long line clean great location hungry shopper
0.0,food ok service star rudeness start manager continue staff bothered ask extra napkin bother respond bathroom apparently order customer work fine staff keep
0.0,disorganized mess literally people work urgency customer astfood multiple people stand counter talk eachother cell phone laugh literally nothingmeanwhile customer wait receive food th
0.0,problem location dirty lobby area bathroom second hardly speak english spanish horrible hard order food service quick food usually hot problem wrong order check lobby area bathroom frequently use bilingual cashier
0.0,saturday april st suppose hrs google google appear close manager poor management employee tell funk drunk m wrong not know drive depend hour google
0.0,order food urber eat ask tomato ketchup pack worker forget add unprofessional don care customer hope future worker improvei don understa
0.0,literally didn add ask add chicken sandwich noth
0.0,absolutely terrible quality control think ok send pay customer mind blow
0.0,busy location course miami beach typical miami beach service attitude time pick online order location positive harmony seek butterfly type customer walk pick greet human counter respect smile receive nasty miami btch attitude make regret stick fastfood free diet instant hard hire friendly customer orient personnel seek employment teach em pretend nice customer include manager btw put staff counter fairly understand english fair customer want pick order leave fast cause fast food know love sweet tea def miss lemon slice sadly menu location lovin
0.0,come pm thing stock include happy meal mcchicken hotspicy mcchicken small portion nugget piece large fry medium etcwhy lack packaging come toddler pretty sad bad comenever disappoint taste fry ok old mcdonald product fresh minute fry mushy taste nasty nasty taste nugget
0.0,rude customer service people fire threat spit food traumatize experience spit food send people follow way hotel room say ll spit food bad place eat
0.0,stay downtown stop sandwich coke coke machine break homeless lobby bathroom homeless obvious drug use employee worried bathroom door lock mess sandwhich order manager quickly fix typical big city overprice trashy fast food place feel like new york city
0.0,go mcdonald grab quick bite service horrible know second food cold place look dirty dirty table floor lot people come table ask money mcdonald
0.0,terrible experience staff rude lack care miss item cocacola
1.0,fast service food expect ketchup burger dine atmosphere plastic wrap dining table time fear th
0.0,order screen coffee sweet tea time location miami beachi like sweet milky tasting drink select sugar count creamer time get correct today girl not follow instruction screen choose go watch go ask extra packet girl act like hear give packet mcdonald guy go stop tight condimentsand customer grab need extra employee refuse follow direction
0.0,wouldn recommend mcdonald shack packed touristfriendly sha
0.0,incompetent mcdonald forget confuse put sauce food yesterday go order mcnugget fry deal select different sauce unpack stuff beach find give instead sauce ranch order different sauce get instead fry day order happy mal nugget sauce miss ketchup not wrap head employee incompetent guy responsible pack sauce teach lesson
0.0,oooooo ghetto give fry batch didn available
1.0,south beach miami super expensive come breakfast crew ride eat catalina thing say mickey ds deliver hotel deliver good low price
1.0,mcdonald little run use app order take time pick food leave
0.0,absolutely employee speak english wait minute food utilize google translator employee understand receive order
0.0,mcdonald s people ask handout self service kiosk soap bathroom employee wash hand skip
0.0,dirty mcdonold wait min serve staff stand wait place dirty sure pass hygiene allow order medium large night order bag check receipt notice place wrong order tell say don item refuse refund tell want wrong order apology lie place order rude ignorant speak english deny put wrong order accuse place order place food cold bread hard burn horrible experience wish mcd franchiser license away disgrace brand management bad find experience unbelievable readck order good advice
0.0,literally lock door face write review strange attempt purchase breakfast employee physically push lock door completely unwarranted give calm demeanor bizarre
0.0,hygiene bad cleaning lady afroamerican woman today slow unpleasant food look like day terrible dirt toilet macchiato hot poorly froth milk dirty place
0.0,gentleman counter say not decafe speak manager minute argue having tell walk long distance decafe realize machine work way start morning
0.0,know simple sandwich avoid place spend dollar suppose deluxe chicken sandwich come
0.0,slow service ignore tid crew try ask sugar forget coffee visit slow experience visit
0.0,nasty place gross people inside look homeless inside mentally ill woman yell staff visit not feel safe dirty mess order rush look busy staff not give
0.0,theye open hour theye d
0.0,dirty stinky dude scare rude smelly
1.0,gritty miami beach staff work hard service varied clientele
0.0,buy breakfast phone take download promotion app decide order coupon phone download promotion ask delete order go order coupon reply change time change order rude way insult take store
0.0,invest security staff hassle multiple time person patron restaurant buy thing staff not care turn blind eye
0.0,location bad staff friendly quality control lack place smell like homelessness taste air ve bring concern attention management staff change care today day eat make sad love good sweet tea fry rating way high not believe read comment
0.0,not seriously believe place business suppose represent brand mcdonaldsi experience bad service restaurant whilst dine staff basically interested serve not want work manager interested rest room permanently closedi legal tell staff wear badge visit premise th july seriously mcdonaldsyou need close branch downyou continue offer service bad company logo service smile sure not customer acknowledgedand note customer agree rest case
1.0,food great service atmosphere lack
1.0,miami mcdonald mcdonald
1.0,coupon free mc rib purchase sausage egg n cheese mc griddle big mack not get stuff instead popcorn
1.0,honestly healthy food eat able find healthy restaurant time money eat today
1.0,good place eat quick doesn love mcdonald bit confusing table number self service machine didn table number stand que instead receipt aloud minute especially busy didn
0.0,order adult kid meal keep toy miss collectible point meal give nugget instead big mac order pure disappointment shame
0.0,bad mcdonald dirty restroom awful disgusting inhabitable hq
0.0,rude staff employee go table table ask review cell phone handful duplicate receipt give store good review tear location build new blonde white shirt smile crook suppose manager update
0.0,bad mcdonald hav
0.0,rest room order popular location
0.0,bad mcdonald branch drink pre pour place table time drink bubble seller cash register phone order repeat order time feel disrespect little irritated
0.0,time people time report location headquarter website miss sauce mc nuggets pay menu mc nugget pretty disgusting sauce whatsoever recurrent miss item order question food cost monitoring real operation issue person package mc nugget instead cashier
0.0,people register count order nugget fyi mcdonald washington ave sweet require sugar
1.0,staff rude central location busy show hour operational reach stop tell tomcome nut open
0.0,experience world renowned burger fry
1.0,lot homeless people ask money good atmosphere
1.0,nice mcdonalad busy get food fast reccomand want quick bite
1.0,go twice visit problem enjoy t right shopping strip highly recommend come early
0.0,horrible mcdonald restaurant dirty service bad strange people walk time overall place look date block cheap item menu diner time example serve happy meal piece chicken nugget stock sell happy meal piece chicken nugget joke look nice place eat kid
0.0,employee counter run stock issue sell poor management
